Year,Month,Units Available - Industry,Hotel Units,Caravan & Camp Units,Guest House & Farm Units,Other Accommodation Units,Nights sold - Industry,Hotel - Nights sold,Caravan & Camping - Nights sold,Guest Houses & Farms - Nights sold,Other accommodation - Nights sold,Occupancy Rate - Industry,Hotels - Occupancy rate,Caravan & Camp - Occupancy rate,Guest Houses & Farms - Occupancy rate,Other accommodation - Occupancy rate,Income per stay unit nights  - Industry,Hotels - Income per stay unit nights,Caravan & Camp - Income per stay unit nights,Guest Houses & Farms - Income per stay unit nights,Other accommodation - Income per stay unit nights,Accommodation Income - Industry,Hotels - Accommodation Income,Caravan & Camp - Accommodation Income,Guest Houses & Farms - Accommodation Income,Other accommodation - Accommodation Income,Rest & Bar Sales - Industry,Hotels - Rest & Bar Sales,Caravan & Camping - Rest & Bar Sales,Guest Houses & Farms - Rest & Bar Sales,Other accommodation - Rest & Bar Sales,Other income - Industry,Hotels - Other Income,Caravan & Camping - Other Income,Guest Houses & Farms - Other Income,Other accommodation - Other Income,Total income - Industry,Hotels - Total Income,Caravan & Camping - Total Income,Guest Houses & Farms - Total Income,Other accommodation - Total Income,Nights sold - Industry SA,Hotel - Nights sold SA,Caravan & Camping - Nights sold SA,Guest Houses & Farms - Nights sold SA,Other accommodation - Nights sold SA,Occupancy rate - Industry SA,Hotels - Occupancy rate SA,Caravan and Camping - Occupancy rate SA,Guest Houses and Farms - Occupancy rate SA,Other accommodation - Occupancy rate_SA,Industry - Income per stay unit nights SA,Hotels - Income per stay unit nights SA,Caravan and Camping - Income per stay unit nights SA,Guest Houses and Farms - Income per stay unit nights SA,Other accommodation - Income per stay unit nights SA,Accommodation Income - Industry SA,Hotels - Accommodation Income SA,Caravan & Camping - Accommodation Income SA,Guest Houses & Farms - Accommodation Income SA,Other accommodation - Accommodation Income SA,Rest & Bar Sales - Industry SA,Hotels - Rest & Bar Sales SA,Caravan & Camping - Rest & Bar Sales SA,Guest Houses & Farms - Rest & Bar Sales SA,Other accommodation - Rest & Bar Sales SA,Other Income - Industry SA,Hotels - Other Income SA,Caravan & Camping - Other Income SA,Guest Houses & Farms - Other Income SA,Other accommodation - Other Income SA,Total Income - Total industry SA,Hotels - Total Income SA,Caravan & Camping - Total Income SA,Guest Houses & Farms - Total Income SA,Other accommodation - Total Income SA
2020,August,133000.0,69600.0,11100.0,12800.0,39500.0,380500.0,195200.0,21900.0,13300.0,150100.0,9.2,9.0,6.4,3.4,12.3,1067.0,828.4,310.5,1000.0,1493.7,406000000.0,161700000.0,6800000.0,13300000.0,224200000.0,97400000.0,73500000.0,0.0,1300000.0,22600000.0,320900000.0,304000000.0,0.0,500000.0,16399999.999999998,824300000.0,539200000.0,6800000.0,15100000.0,263200000.0,406100.0,220700.0,21600.0,19800.0,144000.0,10.3,10.8,6.4,3.6,12.4,1111.5,887.4,348.8,1121.1,1517.5,418800000.0,176800000.0,7500000.0,15400000.0,219100000.0,125200000.0,98700000.0,0.0,1400000.0,25500000.0,292100000.0,274200000.0,0.0,600000.0,17300000.0,836000000.0,549600000.0,7500000.0,17300000.0,262000000.0
2020,September,132900.0,69600.0,11100.0,12800.0,39400.0,668300.0,316800.0,70100.0,27500.0,253900.0,16.8,15.2,21.1,7.2,21.5,976.4,869.3,316.7,832.7,1307.6,652500000.0,275400000.0,22200000.0,22900000.0,332000000.0,196600000.0,154100000.0,800000.0,2700000.0,39000000.0,386500000.0,358500000.0,900000.0,1000000.0,26100000.0,1235600000.0,788000000.0,23900000.0,26600000.0,397100000.0,610400.0,271500.0,68400.0,27600.0,243000.0,14.7,12.0,20.1,7.1,20.8,1003.2,903.3,329.2,899.8,1294.8,649100000.0,275000000.0,21200000.0,25100000.0,327900000.0,164700000.0,127700000.0,0.0,2600000.0,34600000.0,422300000.0,393000000.0,800000.0,1000000.0,27500000.0,1236000000.0,795700000.0,21900000.0,28600000.0,390000000.0
2020,October,133000.0,69600.0,11100.0,12800.0,39500.0,900700.0,406500.0,105300.0,54700.0,334200.0,21.8,18.8,30.6,13.8,27.3,936.6,935.5,269.7,842.8,1163.4,843600000.0,380300000.0,28400000.0,46100000.0,388800000.0,270800000.0,212900000.0,300000.0,4300000.0,53300000.0,399200000.0,370800000.0,0.0,1400000.0,27000000.0,1513600000.0,964000000.0,28700000.0,51800000.0,469100000.0,743100.0,296300.0,113600.0,43500.0,289800.0,18.8,14.8,32.9,13.2,25.8,919.8,943.0,267.1,799.5,1105.8,768200000.0,351700000.0,29600000.0,41500000.0,345500000.0,201400000.0,156900000.0,0.0,4099999.9999999995,40600000.0,374600000.0,347200000.0,0.0,1200000.0,26200000.0,1344200000.0,855700000.0,29600000.0,46800000.0,412300000.0
2020,November,132800.0,69600.0,11000.0,12800.0,39400.0,866900.0,442600.0,60800.0,59900.0,303600.0,21.8,21.2,18.4,15.6,25.7,932.6,947.4,261.5,764.6,1078.7,808500000.0,419300000.0,15900000.0,45800000.0,327500000.0,280600000.0,226400000.0,300000.0,4700000.0,49200000.0,489900000.0,469000000.0,0.0,1600000.0,19300000.0,1579000000.0,1114700000.0,16200000.0,52100000.0,396000000.0,767600.0,344400.0,68800.0,50000.0,304300.0,18.9,16.0,21.0,14.2,25.4,916.1,927.7,272.4,727.3,1109.2,766700000.0,378000000.0,20900000.0,41400000.0,326400000.0,167800000.0,133199999.99999999,700000.0,4000000.0,30000000.0,488300000.0,468500000.0,0.0,1200000.0,18600000.0,1422800000.0,979700000.0,21600000.0,46600000.0,374900000.0
2020,December,132900.0,69600.0,11100.0,12800.0,39400.0,1163100.0,529300.0,92800.0,92700.0,448300.0,28.2,24.5,27.0,23.4,36.7,1137.0,1119.6,451.5,732.5,1383.2,1322500000.0,592600000.0,41900000.0,67900000.0,620100000.0,381400000.0,295900000.0,1300000.0,5800000.0,78400000.0,420900000.0,390200000.0,300000.0,1800000.0,28600000.0,2124800000.0000002,1278700000.0,43500000.0,75500000.0,727100000.0,987600.0,489100.0,66200.0,73500.0,358800.0,24.2,24.0,19.4,21.2,32.2,1042.7,1018.9,310.9,622.1,1251.2,1090800000.0,519000000.0,21200000.0,51700000.0,498900000.0,285600000.0,224400000.0,0.0,4700000.0,56600000.0,215000000.0,191000000.0,200000.0,1400000.0,22400000.0,1591300000.0,934300000.0,21500000.0,57700000.0,577900000.0
2021,January,132800.0,69600.0,11100.0,12800.0,39300.0,751000.0,308100.0,85500.0,50700.0,306700.0,18.2,14.3,24.8,12.8,25.2,978.0,998.4,269.0,911.2,1166.3,734500000.0,307600000.0,23000000.0,46200000.0,357700000.0,162700000.0,119400000.0,300000.0,4400000.0,38600000.0,319900000.0,293100000.0,300000.0,1800000.0,24700000.0,1217100000.0,720100000.0,23600000.0,52400000.0,421000000.0,847600.0,386300.0,93600.0,42600.0,325100.0,20.9,18.7,28.1,12.3,26.4,910.0,908.2,237.9,824.7,1062.4,709100000.0,299200000.0,24300000.0,38800000.0,346800000.0,225500000.0,174200000.0,1100000.0,4000000.0,46100000.0,315600000.0,289400000.0,300000.0,1800000.0,24100000.0,1250300000.0,762900000.0,25800000.0,44600000.0,417000000.0
2021,February,132800.0,69600.0,11100.0,12800.0,39300.0,720200.0,318200.0,79700.0,47700.0,274600.0,19.4,16.3,25.6,13.3,25.0,889.9,962.6,174.4,905.7,1010.6,640900000.0,306300000.0,13900000.0,43200000.0,277500000.0,205600000.0,164500000.0,0.0,3300000.0,37800000.0,349900000.0,328000000.0,0.0,1500000.0,20400000.0,1196400000.0,798800000.0,13900000.0,48000000.0,335700000.0,755000.0,312700.0,93200.0,41100.0,307900.0,17.0,12.2,28.1,11.7,24.7,845.4,875.6,202.4,812.8,1039.7,644100000.0,278100000.0,19700000.0,38200000.0,308100000.0,205300000.0,158800000.0,600000.0,2900000.0,43000000.0,475000000.0,452500000.0,0.0,1500000.0,21000000.0,1324400000.0,889500000.0,20300000.0,42600000.0,372000000.0
2021,March,132800.0,69600.0,11100.0,12800.0,39300.0,966300.0,465500.0,100100.0,54600.0,346100.0,23.5,21.6,29.1,13.8,28.4,924.6,946.1,224.8,859.0,1108.4,893400000.0,440400000.0,22500000.0,46900000.0,383600000.0,293200000.0,233500000.0,300000.0,5100000.0,54300000.0,443900000.0,413100000.0,600000.0,1400000.0,28800000.0,1630500000.0,1087000000.0,23400000.0,53400000.0,466700000.0,874900.0,416000.0,99000.0,37300.0,322700.0,21.7,19.7,29.5,12.5,27.9,900.2,918.2,230.0,807.8,1125.8,847000000.0,403100000.0,27800000.0,38800000.0,377200000.0,247700000.0,195300000.0,500000.0,4800000.0,47200000.0,375300000.0,348800000.0,600000.0,1400000.0,24500000.0,1469900000.0,947300000.0,28800000.0,45000000.0,448800000.0
2021,April,133000.0,69500.0,11200.0,12800.0,39500.0,1061600.0,513700.00000000006,104500.0,59200.0,384200.0,26.6,24.6,31.1,15.4,32.4,1013.6,983.3,330.1,910.5,1255.9,1076000000.0,505100000.0,34500000.0,53900000.0,482500000.0,335300000.0,267300000.0,800000.0,6100000.0,61100000.0,457400000.0,418700000.0,300000.0,2300000.0,36100000.0,1868700000.0,1191100000.0,35600000.0,62300000.0,579700000.0,1105500.0,545200.0,112100.0,71100.0,377100.0,27.3,25.9,32.3,16.6,31.6,1008.9,1013.6,319.3,899.7,1217.2,1095000000.0,536000000.0,30600000.0,58600000.0,469700000.0,374700000.0,298900000.0,1000000.0,6700000.0,68100000.0,451000000.0,413300000.0,200000.0,2500000.0,35000000.0,1920700000.0,1248300000.0,31800000.0,67800000.0,572800000.0
2021,May,133000.0,69500.0,11200.0,12800.0,39500.0,982900.0,483700.0,124600.0,57700.0,316900.0,23.8,22.5,35.9,14.5,25.9,935.6,907.2,191.8,866.6,1284.0,919600000.0,438800000.0,23900000.0,50000000.0,406900000.0,303300000.0,240600000.0,400000.0,5300000.0,57000000.0,431000000.0,402100000.0,200000.0,1600000.0,27100000.0,1653900000.0,1081500000.0,24500000.0,56900000.0,491000000.0,1148000.0,572500.0,125500.0,77800.0,372100.0,28.6,27.3,37.3,16.9,29.3,1041.0,979.2,212.3,1006.1,1447.7,1120900000.0,524700000.00000006,27300000.0,68200000.0,500700000.0,389100000.0,309200000.0,600000.0,6600000.0,72700000.0,483600000.0,450200000.0,300000.0,1900000.0,31200000.0,1993600000.0,1284100000.0,28200000.0,76700000.0,604600000.0
2021,June,133000.0,69500.0,11200.0,12800.0,39500.0,871000.0,404300.0,120300.0,56000.0,290400.0,21.8,19.4,35.8,14.6,24.5,977.5,944.6,212.8,862.5,1362.3,851400000.0,381900000.0,25600000.0,48300000.0,395600000.0,240300000.0,190300000.0,100000.0,4400000.0,45500000.0,947500000.0,919800000.0,100000.0,1500000.0,26100000.0,2039200000.0,1492000000.0,25800000.0,54200000.0,467200000.0,1051500.0,495900.0,116300.0,83900.0,355500.0,26.1,23.0,34.3,17.7,27.3,1069.3,1022.6,234.5,1007.4,1459.2,1042200000.0,456600000.0,25800000.0,70400000.0,489500000.0,342600000.0,269400000.0,800000.0,6200000.0,66200000.0,1078800000.0,1043900000.0000001,100000.0,2000000.0,32799999.999999996,2463700000.0,1769900000.0,26700000.0,78500000.0,588600000.0
2021,July,133000.0,69500.0,11200.0,12800.0,39500.0,654500.0,268100.0,117100.0,32500.0,236800.0,15.9,12.4,33.7,8.2,19.3,956.9,895.6,211.8,846.2,1410.1,626300000.0,240100000.0,24800000.0,27500000.0,333900000.0,120800000.0,89300000.0,500000.0,2500000.0,28500000.0,266600000.00000003,245200000.0,100000.0,700000.0,20600000.0,1013700000.0,574600000.0,25400000.0,30700000.0,383000000.0,708500.0,305000.0,118700.0,40800.0,243900.0,18.4,15.2,34.1,9.1,19.9,995.9,955.3,231.9,953.2,1415.8,667100000.0,265200000.0,26900000.0,33200000.000000004,341800000.0,165000000.0,126300000.0,600000.0,3100000.0,34900000.0,269200000.0,245200000.0,100000.0,900000.0,22900000.0,1101300000.0,636700000.0,27700000.0,37200000.0,399700000.0
2021,August,132900.0,69500.0,11200.0,12800.0,39400.0,902400.0,437400.0,106100.0,60600.0,298300.0,21.9,20.3,30.6,15.3,24.4,1014.1,969.1,230.0,882.8,1385.5,915100000.0,423900000.0,24400000.0,53500000.0,413300000.0,259899999.99999997,207500000.0,600000.0,4300000.0,47500000.0,413900000.0,384700000.0,200000.0,1500000.0,27500000.0,1588900000.0,1016100000.0,25200000.0,59300000.0,488300000.0,924400.0,457400.0,106300.0,66400.0,294300.0,23.3,22.0,31.4,16.1,24.6,1041.0,1026.8,258.2,985.5,1379.0,949000000.0,457400000.0,26700000.0,61400000.0,403500000.0,288200000.0,232900000.0,200000.0,4600000.0,50500000.0,393700000.0,362400000.0,200000.0,1600000.0,29500000.0,1631000000.0,1052800000.0,27100000.0,67600000.0,483500000.0
2021,September,132900.0,69500.0,11200.0,12800.0,39400.0,1076800.0,551000.0,111900.0,73400.0,340500.0,27.0,26.4,33.3,19.1,28.8,1055.7,1000.4,215.4,993.2,1434.9,1136800000.0,551200000.0,24100000.0,72900000.0,488600000.0,356800000.0,285600000.0,800000.0,5600000.0,64800000.0,426800000.0,391200000.0,200000.0,1400000.0,34000000.0,1920400000.0,1228000000.0,25100000.0,79900000.0,587400000.0,1017500.0,511600.0,103300.0,73800.0,328800.0,25.1,23.8,29.5,19.3,27.8,1084.1,1042.5,222.9,1069.7,1434.8,1140400000.0,555600000.0,23100000.0,79800000.0,481900000.0,324400000.0,259000000.0,0.0,5400000.0,60100000.0,456900000.0,419300000.0,200000.0,1400000.0,36100000.0,1921600000.0,1233900000.0,23200000.0,86600000.0,578100000.0
2021,October,133000.0,69500.0,11200.0,12800.0,39500.0,1238800.0,680700.0,109400.0,76700.0,372000.0,30.0,31.6,31.5,19.3,30.4,1041.3,989.9,235.8,911.3,1399.2,1290000000.0,673800000.0,25800000.0,69900000.0,520500000.0,431000000.0,346700000.0,600000.0,7500000.0,76200000.0,1238400000.0,1198900000.0,100000.0,1800000.0,37600000.0,2959400000.0,2219400000.0,26500000.0,79200000.0,634300000.0,1073200.0,565600.0,113400.0,66200.0,328000.0,26.4,27.5,33.7,18.0,28.7,1021.6,990.9,235.0,868.0,1346.2,1165300000.0,614000000.0,27000000.0,63500000.0,460700000.0,356300000.0,285500000.0,200000.0,7000000.0,63600000.0,1192900000.0,1154800000.0,100000.0,1500000.0,36500000.0,2714600000.0,2054300000.0000002,27300000.0,72100000.0,560900000.0
